"id"	"label"	"ontology"	"uri"	"description"
"ORPHA:2498"	"Syndactyly type 8"	"orphanet"	"https://identifiers.org/orphanet:2498"	
"ORPHA:2499"	"Metachondromatosis"	"orphanet"	"https://identifiers.org/orphanet:2499"	
"ORPHA:25"	"Glutaryl-CoA dehydrogenase deficiency"	"orphanet"	"https://identifiers.org/orphanet:25"	
"ORPHA:250"	"Frontonasal dysplasia"	"orphanet"	"https://identifiers.org/orphanet:250"	
"ORPHA:2500"	"Acrogeria"	"orphanet"	"https://identifiers.org/orphanet:2500"	
"ORPHA:2501"	"Metaphyseal chondrodysplasia, Spahr type"	"orphanet"	"https://identifiers.org/orphanet:2501"	
"ORPHA:2505"	"Multiple benign circumferential skin creases on limbs"	"orphanet"	"https://identifiers.org/orphanet:2505"	
"ORPHA:2508"	"Corpus callosum agenesis-abnormal genitalia syndrome"	"orphanet"	"https://identifiers.org/orphanet:2508"	
"ORPHA:250923"	"Isolated aniridia"	"orphanet"	"https://identifiers.org/orphanet:250923"	
"ORPHA:250977"	"AICA-ribosiduria"	"orphanet"	"https://identifiers.org/orphanet:250977"	
"ORPHA:250984"	"Autosomal recessive Stickler syndrome"	"orphanet"	"https://identifiers.org/orphanet:250984"	
"ORPHA:250989"	"1q21.1 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:250989"	
"ORPHA:250994"	"1q21.1 microduplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:250994"	
"ORPHA:250999"	"1q41q42 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:250999"	
"ORPHA:251"	"Multiple epiphyseal dysplasia"	"orphanet"	"https://identifiers.org/orphanet:251"	
"ORPHA:2510"	"Micro syndrome"	"orphanet"	"https://identifiers.org/orphanet:2510"	
"ORPHA:251004"	"Paternal uniparental disomy of chromosome 1"	"orphanet"	"https://identifiers.org/orphanet:251004"	
"ORPHA:251009"	"Maternal uniparental disomy of chromosome 1"	"orphanet"	"https://identifiers.org/orphanet:251009"	
"ORPHA:251014"	"2q31.1 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:251014"	
"ORPHA:251019"	"2q32q33 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:251019"	
"ORPHA:251038"	"3q29 microduplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:251038"	
"ORPHA:251046"	"6p22 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:251046"	
"ORPHA:251056"	"6q25 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:251056"	
"ORPHA:251066"	"8p11.2 deletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:251066"	
"ORPHA:251071"	"8p23.1 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:251071"	
"ORPHA:251076"	"8p23.1 duplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:251076"	
"ORPHA:2511"	"Microbrachycephaly-ptosis-cleft lip syndrome"	"orphanet"	"https://identifiers.org/orphanet:2511"	
"ORPHA:2512"	"Autosomal recessive primary microcephaly"	"orphanet"	"https://identifiers.org/orphanet:2512"	
"ORPHA:251274"	"Familial hyperaldosteronism type III"	"orphanet"	"https://identifiers.org/orphanet:251274"	
"ORPHA:251282"	"Autosomal dominant spastic ataxia type 1"	"orphanet"	"https://identifiers.org/orphanet:251282"	
"ORPHA:2513"	"Microcephaly-albinism-digital anomalies syndrome"	"orphanet"	"https://identifiers.org/orphanet:2513"	
"ORPHA:251347"	"Ataxia-telangiectasia-like disorder"	"orphanet"	"https://identifiers.org/orphanet:251347"	
"ORPHA:2514"	"Autosomal dominant primary microcephaly"	"orphanet"	"https://identifiers.org/orphanet:2514"	
"ORPHA:2515"	"Microcephaly-cardiomyopathy syndrome"	"orphanet"	"https://identifiers.org/orphanet:2515"	
"ORPHA:251510"	"46,XY partial gonadal dysgenesis"	"orphanet"	"https://identifiers.org/orphanet:251510"	
"ORPHA:2516"	"Microcephaly-cardiac defect-lung malsegmentation syndrome"	"orphanet"	"https://identifiers.org/orphanet:2516"	
"ORPHA:251623"	"Pituicytoma"	"orphanet"	"https://identifiers.org/orphanet:251623"	
"ORPHA:2518"	"Autosomal recessive chorioretinopathy-microcephaly syndrome"	"orphanet"	"https://identifiers.org/orphanet:2518"	
"ORPHA:251909"	"Pineoblastoma"	"orphanet"	"https://identifiers.org/orphanet:251909"	
"ORPHA:251912"	"Pineocytoma"	"orphanet"	"https://identifiers.org/orphanet:251912"	
"ORPHA:251915"	"Papillary tumor of the pineal region"	"orphanet"	"https://identifiers.org/orphanet:251915"	
"ORPHA:251937"	"Gangliocytoma"	"orphanet"	"https://identifiers.org/orphanet:251937"	
"ORPHA:251992"	"Ganglioneuroma"	"orphanet"	"https://identifiers.org/orphanet:251992"	
"ORPHA:252054"	"Hemangioblastoma"	"orphanet"	"https://identifiers.org/orphanet:252054"	
"ORPHA:2521"	"Microcephaly-cleft palate-abnormal retinal pigmentation syndrome"	"orphanet"	"https://identifiers.org/orphanet:2521"	
"ORPHA:252164"	"Benign schwannoma"	"orphanet"	"https://identifiers.org/orphanet:252164"	
"ORPHA:252183"	"Neurofibroma"	"orphanet"	"https://identifiers.org/orphanet:252183"	
"ORPHA:2522"	"Microcephaly-cervical spine fusion anomalies syndrome"	"orphanet"	"https://identifiers.org/orphanet:2522"	
"ORPHA:2523"	"Microcephaly-brain defect-spasticity-hypernatremia syndrome"	"orphanet"	"https://identifiers.org/orphanet:2523"	
"ORPHA:2526"	"Microcephaly-lymphedema-chorioretinopathy syndrome"	"orphanet"	"https://identifiers.org/orphanet:2526"	
"ORPHA:2528"	"Microcephaly-microcornea syndrome, Seemanova type"	"orphanet"	"https://identifiers.org/orphanet:2528"	
"ORPHA:253"	"Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia"	"orphanet"	"https://identifiers.org/orphanet:253"	
"ORPHA:2533"	"Microcephaly-deafness-intellectual disability syndrome"	"orphanet"	"https://identifiers.org/orphanet:2533"	
"ORPHA:2535"	"Microcornea-corectopia-macular hypoplasia syndrome"	"orphanet"	"https://identifiers.org/orphanet:2535"	
"ORPHA:2536"	"Microcornea-glaucoma-absent frontal sinuses syndrome"	"orphanet"	"https://identifiers.org/orphanet:2536"	
"ORPHA:2538"	"Microgastria-limb reduction defect syndrome"	"orphanet"	"https://identifiers.org/orphanet:2538"	
"ORPHA:254"	"Spondylometaphyseal dysplasia"	"orphanet"	"https://identifiers.org/orphanet:254"	
"ORPHA:254343"	"Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome"	"orphanet"	"https://identifiers.org/orphanet:254343"	
"ORPHA:254346"	"19p13.12 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:254346"	
"ORPHA:254351"	"Distal 7q11.23 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:254351"	
"ORPHA:254478"	"Lichen planus pemphigoides"	"orphanet"	"https://identifiers.org/orphanet:254478"	
"ORPHA:254504"	"Inhalational botulism"	"orphanet"	"https://identifiers.org/orphanet:254504"	
"ORPHA:254509"	"Iatrogenic botulism"	"orphanet"	"https://identifiers.org/orphanet:254509"	
"ORPHA:2547"	"Microphthalmia-microtia-fetal akinesia syndrome"	"orphanet"	"https://identifiers.org/orphanet:2547"	
"ORPHA:254704"	"Genetic hyperferritinemia without iron overload"	"orphanet"	"https://identifiers.org/orphanet:254704"	
"ORPHA:254886"	"Autosomal recessive progressive external ophthalmoplegia"	"orphanet"	"https://identifiers.org/orphanet:254886"	
"ORPHA:254892"	"Autosomal dominant progressive external ophthalmoplegia"	"orphanet"	"https://identifiers.org/orphanet:254892"	
"ORPHA:2549"	"Oculoauriculovertebral spectrum with radial defects"	"orphanet"	"https://identifiers.org/orphanet:2549"	
"ORPHA:255"	"Dopa-responsive dystonia"	"orphanet"	"https://identifiers.org/orphanet:255"	
"ORPHA:255241"	"Leigh syndrome with leukodystrophy"	"orphanet"	"https://identifiers.org/orphanet:255241"	
"ORPHA:2554"	"Ear-patella-short stature syndrome"	"orphanet"	"https://identifiers.org/orphanet:2554"	
"ORPHA:2556"	"Microphthalmia with linear skin defects syndrome"	"orphanet"	"https://identifiers.org/orphanet:2556"	
"ORPHA:2557"	"Mietens syndrome"	"orphanet"	"https://identifiers.org/orphanet:2557"	
"ORPHA:256"	"Early-onset generalized limb-onset dystonia"	"orphanet"	"https://identifiers.org/orphanet:256"	
"ORPHA:2560"	"Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome"	"orphanet"	"https://identifiers.org/orphanet:2560"	
"ORPHA:2563"	"MOMO syndrome"	"orphanet"	"https://identifiers.org/orphanet:2563"	
"ORPHA:2564"	"Tetramelic monodactyly"	"orphanet"	"https://identifiers.org/orphanet:2564"	
"ORPHA:257"	"Epidermolysis bullosa simplex with muscular dystrophy"	"orphanet"	"https://identifiers.org/orphanet:257"	
"ORPHA:2570"	"Holoprosencephaly-hypokinesia-congenital contractures syndrome"	"orphanet"	"https://identifiers.org/orphanet:2570"	
"ORPHA:2571"	"X-linked immunoneurologic disorder"	"orphanet"	"https://identifiers.org/orphanet:2571"	
"ORPHA:2572"	"Spastic ataxia-corneal dystrophy syndrome"	"orphanet"	"https://identifiers.org/orphanet:2572"	
"ORPHA:2573"	"Moyamoya disease"	"orphanet"	"https://identifiers.org/orphanet:2573"	
"ORPHA:2574"	"Moynahan syndrome"	"orphanet"	"https://identifiers.org/orphanet:2574"	
"ORPHA:2575"	"Cystic fibrosis-gastritis-megaloblastic anemia syndrome"	"orphanet"	"https://identifiers.org/orphanet:2575"	
"ORPHA:2576"	"MULIBREY nanism"	"orphanet"	"https://identifiers.org/orphanet:2576"	
"ORPHA:2578"	"Mayer-Rokitansky-Küster-Hauser syndrome type 2"	"orphanet"	"https://identifiers.org/orphanet:2578"	
"ORPHA:2579"	"Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome"	"orphanet"	"https://identifiers.org/orphanet:2579"	
"ORPHA:258"	"Congenital muscular dystrophy type 1A"	"orphanet"	"https://identifiers.org/orphanet:258"	
"ORPHA:2580"	"Shoulder and girdle defects-familial intellectual disability syndrome"	"orphanet"	"https://identifiers.org/orphanet:2580"	
"ORPHA:2582"	"Myalgia-eosinophilia syndrome associated with tryptophan"	"orphanet"	"https://identifiers.org/orphanet:2582"	
"ORPHA:2584"	"Classic mycosis fungoides"	"orphanet"	"https://identifiers.org/orphanet:2584"	
"ORPHA:2585"	"Ataxia-pancytopenia syndrome"	"orphanet"	"https://identifiers.org/orphanet:2585"	
"ORPHA:2588"	"Myhre syndrome"	"orphanet"	"https://identifiers.org/orphanet:2588"	
"ORPHA:2589"	"Myoclonus-cerebellar ataxia-deafness syndrome"	"orphanet"	"https://identifiers.org/orphanet:2589"	
"ORPHA:2590"	"Spinal muscular atrophy-progressive myoclonic epilepsy syndrome"	"orphanet"	"https://identifiers.org/orphanet:2590"	
"ORPHA:2591"	"Infantile myofibromatosis"	"orphanet"	"https://identifiers.org/orphanet:2591"	
"ORPHA:2593"	"Tubular aggregate myopathy"	"orphanet"	"https://identifiers.org/orphanet:2593"	
"ORPHA:2597"	"Mitochondrial myopathy-lactic acidosis-deafness syndrome"	"orphanet"	"https://identifiers.org/orphanet:2597"	
"ORPHA:2598"	"Mitochondrial myopathy and sideroblastic anemia"	"orphanet"	"https://identifiers.org/orphanet:2598"	
"ORPHA:26"	"Methylmalonic acidemia with homocystinuria"	"orphanet"	"https://identifiers.org/orphanet:26"	
"ORPHA:2601"	"Myopathy-growth delay-intellectual disability-hypospadias syndrome"	"orphanet"	"https://identifiers.org/orphanet:2601"	
"ORPHA:2604"	"Familial visceral myopathy"	"orphanet"	"https://identifiers.org/orphanet:2604"	
"ORPHA:2608"	"N syndrome"	"orphanet"	"https://identifiers.org/orphanet:2608"	
"ORPHA:2609"	"Isolated complex I deficiency"	"orphanet"	"https://identifiers.org/orphanet:2609"	
"ORPHA:261"	"Emery-Dreifuss muscular dystrophy"	"orphanet"	"https://identifiers.org/orphanet:261"	
"ORPHA:2611"	"Linear verrucous nevus syndrome"	"orphanet"	"https://identifiers.org/orphanet:2611"	
"ORPHA:261102"	"Distal 7q11.23 microduplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:261102"	
"ORPHA:261112"	"Monosomy 9p"	"orphanet"	"https://identifiers.org/orphanet:261112"	
"ORPHA:261120"	"14q11.2 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261120"	
"ORPHA:261144"	"14q12 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261144"	
"ORPHA:261190"	"15q14 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261190"	
"ORPHA:261197"	"Proximal 16p11.2 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261197"	
"ORPHA:2612"	"Linear nevus sebaceus syndrome"	"orphanet"	"https://identifiers.org/orphanet:2612"	
"ORPHA:261204"	"16p11.2p12.2 microduplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:261204"	
"ORPHA:261211"	"16p11.2p12.2 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261211"	
"ORPHA:261222"	"Distal 16p11.2 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261222"	
"ORPHA:261236"	"16p13.11 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261236"	
"ORPHA:261243"	"16p13.11 microduplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:261243"	
"ORPHA:261250"	"16q24.3 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261250"	
"ORPHA:261265"	"17q12 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261265"	
"ORPHA:261272"	"17q12 microduplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:261272"	
"ORPHA:261279"	"17q23.1q23.2 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261279"	
"ORPHA:261290"	"Trisomy 17p"	"orphanet"	"https://identifiers.org/orphanet:261290"	
"ORPHA:261295"	"20p12.3 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261295"	
"ORPHA:2613"	"Nail-patella-like renal disease"	"orphanet"	"https://identifiers.org/orphanet:2613"	
"ORPHA:261304"	"Paternal 20q13.2q13.3 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261304"	
"ORPHA:261311"	"20q13.33 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261311"	
"ORPHA:261318"	"Trisomy 20p"	"orphanet"	"https://identifiers.org/orphanet:261318"	
"ORPHA:261330"	"Distal 22q11.2 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261330"	
"ORPHA:261337"	"Distal 22q11.2 microduplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:261337"	
"ORPHA:261344"	"Trisomy 1q"	"orphanet"	"https://identifiers.org/orphanet:261344"	
"ORPHA:261349"	"2p15p16.1 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261349"	
"ORPHA:26137"	"Juvenile temporal arteritis"	"orphanet"	"https://identifiers.org/orphanet:26137"	
"ORPHA:2614"	"Nail-patella syndrome"	"orphanet"	"https://identifiers.org/orphanet:2614"	
"ORPHA:261476"	"Xp21 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:261476"	
"ORPHA:261483"	"Xq27.3q28 duplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:261483"	
"ORPHA:261494"	"Kleefstra syndrome"	"orphanet"	"https://identifiers.org/orphanet:261494"	
"ORPHA:2615"	"Nakajo-Nishimura syndrome"	"orphanet"	"https://identifiers.org/orphanet:2615"	
"ORPHA:261519"	"Maternal uniparental disomy of chromosome X"	"orphanet"	"https://identifiers.org/orphanet:261519"	
"ORPHA:261524"	"Paternal uniparental disomy of chromosome X"	"orphanet"	"https://identifiers.org/orphanet:261524"	
"ORPHA:261529"	"Ring chromosome Y syndrome"	"orphanet"	"https://identifiers.org/orphanet:261529"	
"ORPHA:261534"	"49,XXXYY syndrome"	"orphanet"	"https://identifiers.org/orphanet:261534"	
"ORPHA:2616"	"3M syndrome"	"orphanet"	"https://identifiers.org/orphanet:2616"	
"ORPHA:2617"	"Microcephalic primordial dwarfism, Montreal type"	"orphanet"	"https://identifiers.org/orphanet:2617"	
"ORPHA:2619"	"Brachydactylous dwarfism, Mseleni type"	"orphanet"	"https://identifiers.org/orphanet:2619"	
"ORPHA:261920"	"Partial deletion of the short arm of chromosome 8"	"orphanet"	"https://identifiers.org/orphanet:261920"	
"ORPHA:262"	"Duchenne and Becker muscular dystrophy"	"orphanet"	"https://identifiers.org/orphanet:262"	
"ORPHA:2631"	"Mesomelic dwarfism-cleft palate-camptodactyly syndrome"	"orphanet"	"https://identifiers.org/orphanet:2631"	
"ORPHA:2632"	"Langer mesomelic dysplasia"	"orphanet"	"https://identifiers.org/orphanet:2632"	
"ORPHA:263297"	"Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency"	"orphanet"	"https://identifiers.org/orphanet:263297"	
"ORPHA:2633"	"Mesomelic dysplasia, Nievergelt type"	"orphanet"	"https://identifiers.org/orphanet:2633"	
"ORPHA:2634"	"Mesomelic dwarfism, Reinhardt-Pfeiffer type"	"orphanet"	"https://identifiers.org/orphanet:2634"	
"ORPHA:263455"	"Hyperinsulinism due to HNF4A deficiency"	"orphanet"	"https://identifiers.org/orphanet:263455"	
"ORPHA:263458"	"Hyperinsulinism due to INSR deficiency"	"orphanet"	"https://identifiers.org/orphanet:263458"	
"ORPHA:263463"	"CHST3-related skeletal dysplasia"	"orphanet"	"https://identifiers.org/orphanet:263463"	
"ORPHA:263494"	"DPM3-CDG"	"orphanet"	"https://identifiers.org/orphanet:263494"	
"ORPHA:2635"	"Metatropic dysplasia"	"orphanet"	"https://identifiers.org/orphanet:2635"	
"ORPHA:263501"	"COG4-CDG"	"orphanet"	"https://identifiers.org/orphanet:263501"	
"ORPHA:263534"	"Acral peeling skin syndrome"	"orphanet"	"https://identifiers.org/orphanet:263534"	
"ORPHA:2636"	"Microcephalic osteodysplastic primordial dwarfism types I and III"	"orphanet"	"https://identifiers.org/orphanet:2636"	
"ORPHA:263665"	"NK-cell enteropathy"	"orphanet"	"https://identifiers.org/orphanet:263665"	
"ORPHA:2637"	"Microcephalic osteodysplastic primordial dwarfism type II"	"orphanet"	"https://identifiers.org/orphanet:2637"	
"ORPHA:2639"	"Fibular aplasia-complex brachydactyly syndrome"	"orphanet"	"https://identifiers.org/orphanet:2639"	
"ORPHA:264"	"Autosomal dominant limb-girdle muscular dystrophy type 1B"	"orphanet"	"https://identifiers.org/orphanet:264"	
"ORPHA:264200"	"14q22q23 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:264200"	
"ORPHA:2643"	"Microcephalic primordial dwarfism, Toriello type"	"orphanet"	"https://identifiers.org/orphanet:2643"	
"ORPHA:264450"	"Trisomy 8p"	"orphanet"	"https://identifiers.org/orphanet:264450"	
"ORPHA:2645"	"Osteoglosphonic dysplasia"	"orphanet"	"https://identifiers.org/orphanet:2645"	
"ORPHA:2650"	"OBSOLETE: Dwarfism-intellectual disability-eye abnormality syndrome"	"orphanet"	"https://identifiers.org/orphanet:2650"	
"ORPHA:2655"	"Thanatophoric dysplasia"	"orphanet"	"https://identifiers.org/orphanet:2655"	
"ORPHA:2658"	"Lenz-Majewski hyperostotic dwarfism"	"orphanet"	"https://identifiers.org/orphanet:2658"	
"ORPHA:266"	"Autosomal dominant limb-girdle muscular dystrophy type 1A"	"orphanet"	"https://identifiers.org/orphanet:266"	
"ORPHA:2662"	"Keipert syndrome"	"orphanet"	"https://identifiers.org/orphanet:2662"	
"ORPHA:2663"	"Nathalie syndrome"	"orphanet"	"https://identifiers.org/orphanet:2663"	
"ORPHA:2668"	"Nephropathy-deafness-hyperparathyroidism syndrome"	"orphanet"	"https://identifiers.org/orphanet:2668"	
"ORPHA:2669"	"Nephrosis-deafness-urinary tract-digital malformations syndrome"	"orphanet"	"https://identifiers.org/orphanet:2669"	
"ORPHA:2671"	"Neu-Laxova syndrome"	"orphanet"	"https://identifiers.org/orphanet:2671"	
"ORPHA:2672"	"Neuhauser-Eichner-Opitz syndrome"	"orphanet"	"https://identifiers.org/orphanet:2672"	
"ORPHA:2673"	"Neurofaciodigitorenal syndrome"	"orphanet"	"https://identifiers.org/orphanet:2673"	
"ORPHA:2676"	"Neuroectodermal-endocrine syndrome"	"orphanet"	"https://identifiers.org/orphanet:2676"	
"ORPHA:2678"	"Neurofibromatosis type 6"	"orphanet"	"https://identifiers.org/orphanet:2678"	
"ORPHA:2679"	"Infantile axonal neuropathy"	"orphanet"	"https://identifiers.org/orphanet:2679"	
"ORPHA:26790"	"Pseudomyxoma peritonei"	"orphanet"	"https://identifiers.org/orphanet:26790"	
"ORPHA:2680"	"Hypomyelination neuropathy-arthrogryposis syndrome"	"orphanet"	"https://identifiers.org/orphanet:2680"	
"ORPHA:268249"	"Mycophenolate mofetil embryopathy"	"orphanet"	"https://identifiers.org/orphanet:268249"	
"ORPHA:2686"	"Cyclic neutropenia"	"orphanet"	"https://identifiers.org/orphanet:2686"	
"ORPHA:268882"	"Arnold-Chiari malformation type I"	"orphanet"	"https://identifiers.org/orphanet:268882"	
"ORPHA:269"	"Facioscapulohumeral dystrophy"	"orphanet"	"https://identifiers.org/orphanet:269"	
"ORPHA:2690"	"Neutropenia-monocytopenia-deafness syndrome"	"orphanet"	"https://identifiers.org/orphanet:2690"	
"ORPHA:2695"	"Bifid nose"	"orphanet"	"https://identifiers.org/orphanet:2695"	
"ORPHA:2698"	"Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome"	"orphanet"	"https://identifiers.org/orphanet:2698"	
"ORPHA:27"	"Vitamin B12-unresponsive methylmalonic acidemia"	"orphanet"	"https://identifiers.org/orphanet:27"	
"ORPHA:270"	"Oculopharyngeal muscular dystrophy"	"orphanet"	"https://identifiers.org/orphanet:270"	
"ORPHA:2701"	"Noonan syndrome-like disorder with loose anagen hair"	"orphanet"	"https://identifiers.org/orphanet:2701"	
"ORPHA:2703"	"Port-wine nevi-mega cisterna magna-hydrocephalus syndrome"	"orphanet"	"https://identifiers.org/orphanet:2703"	
"ORPHA:2704"	"Ochoa syndrome"	"orphanet"	"https://identifiers.org/orphanet:2704"	
"ORPHA:2705"	"Oculocerebral dysplasia"	"orphanet"	"https://identifiers.org/orphanet:2705"	
"ORPHA:2707"	"Oculocerebrofacial syndrome, Kaufman type"	"orphanet"	"https://identifiers.org/orphanet:2707"	
"ORPHA:2710"	"Oculodentodigital dysplasia"	"orphanet"	"https://identifiers.org/orphanet:2710"	
"ORPHA:2712"	"Oculofaciocardiodental syndrome"	"orphanet"	"https://identifiers.org/orphanet:2712"	
"ORPHA:2715"	"Oculorenocerebellar syndrome"	"orphanet"	"https://identifiers.org/orphanet:2715"	
"ORPHA:2717"	"Oculotrichoanal syndrome"	"orphanet"	"https://identifiers.org/orphanet:2717"	
"ORPHA:2719"	"Oculocerebral hypopigmentation syndrome, Cross type"	"orphanet"	"https://identifiers.org/orphanet:2719"	
"ORPHA:272"	"Congenital muscular dystrophy, Fukuyama type"	"orphanet"	"https://identifiers.org/orphanet:272"	
"ORPHA:2720"	"Oculocerebral hypopigmentation syndrome, Preus type"	"orphanet"	"https://identifiers.org/orphanet:2720"	
"ORPHA:2722"	"Odonto-onycho dysplasia-alopecia syndrome"	"orphanet"	"https://identifiers.org/orphanet:2722"	
"ORPHA:2724"	"Odontomatosis-aortae esophagus stenosis syndrome"	"orphanet"	"https://identifiers.org/orphanet:2724"	
"ORPHA:2725"	"Eye defects-arachnodactyly-cardiopathy syndrome"	"orphanet"	"https://identifiers.org/orphanet:2725"	
"ORPHA:2728"	"Blepharophimosis-intellectual disability syndrome, Ohdo type"	"orphanet"	"https://identifiers.org/orphanet:2728"	
"ORPHA:273"	"Steinert myotonic dystrophy"	"orphanet"	"https://identifiers.org/orphanet:273"	
"ORPHA:2730"	"Postaxial tetramelic oligodactyly"	"orphanet"	"https://identifiers.org/orphanet:2730"	
"ORPHA:2732"	"Olivopontocerebellar atrophy-deafness syndrome"	"orphanet"	"https://identifiers.org/orphanet:2732"	
"ORPHA:2741"	"Ophthalmomandibulomelic dysplasia"	"orphanet"	"https://identifiers.org/orphanet:2741"	
"ORPHA:2743"	"Ophthalmoplegia-intellectual disability-lingua scrotalis syndrome"	"orphanet"	"https://identifiers.org/orphanet:2743"	
"ORPHA:2744"	"Horizontal gaze palsy with progressive scoliosis"	"orphanet"	"https://identifiers.org/orphanet:2744"	
"ORPHA:2745"	"Opitz G/BBB syndrome"	"orphanet"	"https://identifiers.org/orphanet:2745"	
"ORPHA:2746"	"Opsismodysplasia"	"orphanet"	"https://identifiers.org/orphanet:2746"	
"ORPHA:2749"	"Oromandibular-limb hypogenesis syndrome"	"orphanet"	"https://identifiers.org/orphanet:2749"	
"ORPHA:2750"	"Orofaciodigital syndrome type 1"	"orphanet"	"https://identifiers.org/orphanet:2750"	
"ORPHA:2753"	"Orofaciodigital syndrome type 4"	"orphanet"	"https://identifiers.org/orphanet:2753"	
"ORPHA:2754"	"Orofaciodigital syndrome type 6"	"orphanet"	"https://identifiers.org/orphanet:2754"	
"ORPHA:275543"	"L1 syndrome"	"orphanet"	"https://identifiers.org/orphanet:275543"	
"ORPHA:275761"	"Lysosomal acid lipase deficiency"	"orphanet"	"https://identifiers.org/orphanet:275761"	
"ORPHA:275766"	"Idiopathic pulmonary arterial hypertension"	"orphanet"	"https://identifiers.org/orphanet:275766"	
"ORPHA:275864"	"Behavioral variant of frontotemporal dementia"	"orphanet"	"https://identifiers.org/orphanet:275864"	
"ORPHA:2759"	"Imperforate oropharynx-costovertebral anomalies syndrome"	"orphanet"	"https://identifiers.org/orphanet:2759"	
"ORPHA:2760"	"OSLAM syndrome"	"orphanet"	"https://identifiers.org/orphanet:2760"	
"ORPHA:276152"	"Multiple endocrine neoplasia type 4"	"orphanet"	"https://identifiers.org/orphanet:276152"	
"ORPHA:276193"	"Spinocerebellar ataxia type 35"	"orphanet"	"https://identifiers.org/orphanet:276193"	
"ORPHA:276198"	"Spinocerebellar ataxia type 36"	"orphanet"	"https://identifiers.org/orphanet:276198"	
"ORPHA:2762"	"Progressive osseous heteroplasia"	"orphanet"	"https://identifiers.org/orphanet:2762"	
"ORPHA:276280"	"Hemihyperplasia-multiple lipomatosis syndrome"	"orphanet"	"https://identifiers.org/orphanet:276280"	
"ORPHA:276399"	"Familial multinodular goiter"	"orphanet"	"https://identifiers.org/orphanet:276399"	
"ORPHA:2764"	"Osteochondritis dissecans"	"orphanet"	"https://identifiers.org/orphanet:2764"	
"ORPHA:276413"	"10q22.3q23.3 microdeletion syndrome"	"orphanet"	"https://identifiers.org/orphanet:276413"	
"ORPHA:276422"	"10q22.3q23.3 microduplication syndrome"	"orphanet"	"https://identifiers.org/orphanet:276422"	
"ORPHA:276432"	"Ogden syndrome"	"orphanet"	"https://identifiers.org/orphanet:276432"	
"ORPHA:276556"	"Hyperinsulinism due to UCP2 deficiency"	"orphanet"	"https://identifiers.org/orphanet:276556"	
"ORPHA:276575"	"Autosomal dominant hyperinsulinism due to SUR1 deficiency"	"orphanet"	"https://identifiers.org/orphanet:276575"	
"ORPHA:276580"	"Autosomal dominant hyperinsulinism due to Kir6.2 deficiency"	"orphanet"	"https://identifiers.org/orphanet:276580"	
"ORPHA:276608"	"Adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia"	"orphanet"	"https://identifiers.org/orphanet:276608"	
"ORPHA:276621"	"Sporadic pheochromocytoma/secreting paraganglioma"	"orphanet"	"https://identifiers.org/orphanet:276621"	
